Name	Ordinal
ZwAlpcDeletePortSection	895
ZwAlpcDeleteResourceReserve	896
ZwAlpcDeleteSectionView	897
ZwAlpcDeleteSecurityContext	898
ZwAlpcDisconnectPort	899
ZwAlpcImpersonateClientOfPort	900
ZwAlpcOpenSenderProcess	901
ZwAlpcOpenSenderThread	902
ZwAlpcQueryInformation	903
ZwAlpcQueryInformationMessage	904
ZwAlpcRevokeSecurityContext	905
ZwAlpcSendWaitReceivePort	906
ZwAlpcSetInformation	907
ZwAssociateWaitCompletionPacket	908
ZwCancelIoFile	909
ZwCancelIoFileEx	910
ZwCancelSynchronousIoFile	911
ZwCancelTimer	912
ZwCancelWaitCompletionPacket	913
ZwClearEvent	914
ZwClose	915
ZwContinue	916
ZwCreateDebugObject	917
ZwCreateDirectoryObject	918
ZwCreateEvent	919
ZwCreateFile	920
ZwCreateIoCompletion	921
ZwCreateJobObject	922
ZwCreateKey	923
ZwCreateKeyedEvent	924
ZwCreateMutant	925
ZwCreateNamedPipeFile	926
ZwCreateSection	927
ZwCreateSemaphore	928
ZwCreateSymbolicLinkObject	929
ZwCreateThreadEx	930
ZwCreateTimer	931
ZwCreateUserProcess	932
ZwCreateWaitCompletionPacket	933
ZwCreateWorkerFactory	934
ZwDebugActiveProcess	935
ZwDebugContinue	936
ZwDelayExecution	937
ZwDeleteFile	938
ZwDeleteKey	939
ZwDeleteValueKey	940
ZwDeviceIoControlFile	941
ZwDuplicateObject	942
ZwDuplicateToken	943
ZwEnable32BitProcess	944
ZwEnumerateKey	945
ZwEnumerateValueKey	946
ZwExpandHostMemory	947
ZwFlushBuffersFile	948
ZwFlushBuffersFileEx	949
ZwFlushInstructionCache	950
ZwFlushProcessWriteBuffers	951
ZwFreeUserPhysicalPages	952
ZwFreeVirtualMemory	953
ZwFsControlFile	954
ZwGetContextThread	955
ZwGetCurrentProcessorNumber	956
ZwGetDevicePowerState	957
ZwGetNextProcess	958
ZwGetNextThread	959
ZwGetNlsSectionPtr	960
ZwInitializeNlsFiles	961
ZwInitializeRegistry	962
ZwIsProcessInJob	963
ZwLoadDriver	964
ZwLoadKey	965
ZwLockFile	966
ZwMakePermanentObject	967
ZwMakeTemporaryObject	968
ZwMapUserPhysicalPages	969
ZwMapViewOfSection	970
ZwNotifyChangeDirectoryFile	971
ZwNotifyChangeKey	972
ZwOpenDirectoryObject	973
ZwOpenEvent	974
ZwOpenFile	975
ZwOpenIoCompletion	976
ZwOpenJobObject	977
ZwOpenKey	978
ZwOpenKeyEx	979
ZwOpenKeyedEvent	980
ZwOpenMutant	981
ZwOpenProcess	982
ZwOpenSection	983
ZwOpenSemaphore	984
ZwOpenSymbolicLinkObject	985
ZwOpenThread	986
ZwOpenTimer	987
ZwPlugPlayControl	988
ZwPowerInformation	989
ZwProtectVirtualMemory	990
ZwPulseEvent	991
ZwQueryAttributesFile	992
ZwQueryDebugFilterState	993
ZwQueryDefaultLocale	994
ZwQueryDirectoryFile	995
ZwQueryDirectoryObject	996
ZwQueryEvent	997
ZwQueryFullAttributesFile	998
ZwQueryInformationFile	999
ZwQueryInformationJobObject	1000
ZwQueryInformationProcess	1001
ZwQueryInformationThread	1002
ZwQueryInformationToken	1003
ZwQueryInformationWorkerFactory	1004
ZwQueryInstallUILanguage	1005
ZwQueryIntervalProfile	1006
ZwQueryIoCompletion	1007
ZwQueryKey	1008
ZwQueryMutant	1009
ZwQueryObject	1010
ZwQueryPerformanceCounter	1011
ZwQuerySection	1012
ZwQuerySemaphore	1013
ZwQuerySymbolicLinkObject	1014
ZwQuerySystemInformation	1015
ZwQuerySystemInformationEx	1016
ZwQuerySystemTime	1017
ZwQueryTimer	1018
ZwQueryTimerResolution	1019
ZwQueryUserPhysicalPages	1020
ZwQueryValueKey	1021
ZwQueryVirtualMemory	1022
ZwQueryVolumeInformationFile	1023
ZwQueueApcThread	1024
ZwQueueApcThreadEx	1025
ZwRaiseException	1026
ZwReadFile	1027
ZwReadFileScatter	1028
ZwReadVirtualMemory	1029
ZwRegisterThreadTerminatePort	1030
ZwReleaseKeyedEvent	1031
ZwReleaseMutant	1032
ZwReleaseSemaphore	1033
ZwReleaseWorkerFactoryWorker	1034
ZwRemoveIoCompletion	1035
ZwRemoveIoCompletionEx	1036
ZwRemoveProcessDebug	1037
ZwResetEvent	1038
ZwResumeProcess	1039
ZwResumeThread	1040
ZwSerializeBoot	1041
ZwSetContextThread	1042
ZwSetDebugFilterState	1043
ZwSetEvent	1044
ZwSetEventBoostPriority	1045
ZwSetInformationDebugObject	1046
ZwSetInformationFile	1047
ZwSetInformationJobObject	1048
ZwSetInformationObject	1049
ZwSetInformationProcess	1050
ZwSetInformationThread	1051
ZwSetInformationWorkerFactory	1052
ZwSetIntervalProfile	1053
ZwSetIoCompletion	1054
ZwSetIoCompletionEx	1055
ZwSetSystemInformation	1056
ZwSetSystemTime	1057
ZwSetTimer	1058
ZwSetTimerEx	1059
ZwSetTimerResolution	1060
ZwSetUuidSeed	1061
ZwSetValueKey	1062
ZwSetVolumeInformationFile	1063
ZwShutdownSystem	1064
ZwShutdownWorkerFactory	1065
ZwSignalAndWaitForSingleObject	1066
ZwSuspendProcess	1067
ZwSuspendThread	1068
ZwSystemDebugControl	1069
ZwTerminateJobObject	1070
ZwTerminateProcess	1071
ZwTerminateThread	1072
ZwTestAlert	1073
ZwTraceControl	1074
ZwTraceEvent	1075
ZwUnloadDriver	1076
ZwUnloadKey	1077
ZwUnlockFile	1078
ZwUnmapViewOfSection	1079
ZwWaitForAlertByThreadId	1080
ZwWaitForDebugEvent	1081
ZwWaitForKeyedEvent	1082
ZwWaitForMultipleObjects	1083
ZwWaitForSingleObject	1084
ZwWaitForWorkViaWorkerFactory	1085
ZwWorkerFactoryWorkerReady	1086
ZwWriteFile	1087
ZwWriteFileGather	1088
ZwWriteVirtualMemory	1089
ZwYieldExecution	1090
__C_specific_handler	1091
__chkstk	1092
__isascii	1093
__iscsym	1094
__iscsymf	1095
__misaligned_access	1096
__toascii	1097
_atoi64	1098
_errno	1099
_fltused	1100
_i64toa	1101
_i64toa_s	1102
_i64tow	1103
_i64tow_s	1104
_itoa	1105
_itoa_s	1106
_itow	1107
_itow_s	1108
_lfind	1109
_local_unwind	1110
_ltoa	1111
_ltoa_s	1112
_ltow	1113
_ltow_s	1114
_makepath_s	1115
_memccpy	1116
_memicmp	1117
_setjmp	1118
_setjmpex	1119
_snprintf	1120
_snprintf_s	1121
_snscanf_s	1122
_snwprintf	1123
_snwprintf_s	1124
_snwscanf_s	1125
_splitpath	1126
_splitpath_s	1127
_strcmpi	1128
_stricmp	1129
_strlwr	1130
_strlwr_s	1131
_strnicmp	1132
_strnset_s	1133
_strset_s	1134
_strupr	1135
_strupr_s	1136
_swprintf	1137
_ui64toa	1138
_ui64toa_s	1139
_ui64tow	1140
_ui64tow_s	1141
_ultoa	1142
_ultoa_s	1143
_ultow	1144
_ultow_s	1145
_vscwprintf	1146
_vsnprintf	1147
_vsnprintf_s	1148
_vsnwprintf	1149
_vsnwprintf_s	1150
_vswprintf	1151
_wcsicmp	1152
_wcslwr	1153
_wcslwr_s	1154
_wcsnicmp	1155
_wcsnset_s	1156
_wcsset_s	1157
_wcstoi64	1158
_wcstoui64	1159
_wcsupr	1160
_wcsupr_s	1161
_wmakepath_s	1162
_wsplitpath_s	1163
_wtoi	1164
_wtoi64	1165
_wtol	1166
atoi	1167
atol	1168
bsearch	1169
isalnum	1170
isalpha	1171
iscntrl	1172
isdigit	1173
isgraph	1174
islower	1175
isprint	1176
ispunct	1177
isspace	1178
isupper	1179
iswalnum	1180
iswalpha	1181
iswascii	1182
iswctype	1183
iswdigit	1184
iswgraph	1185
iswlower	1186
iswprint	1187
iswspace	1188
iswxdigit	1189
isxdigit	1190
labs	1191
longjmp	1192
mbstowcs	1193
memchr	1194
memcmp	1195
memcpy	1196
memcpy_s	1197
memmove	1198
memmove_s	1199
memset	1200
qsort	1201
qsort_s	1202
sprintf	1203
sprintf_s	1204
sscanf	1205
sscanf_s	1206
strcat	1207
strcat_s	1208
strchr	1209
strcmp	1210
strcpy	1211
strcpy_s	1212
strcspn	1213
strlen	1214
strncat	1215
strncat_s	1216
strncmp	1217
strncpy	1218
strncpy_s	1219
strnlen	1220
strpbrk	1221
strrchr	1222
strspn	1223
strstr	1224
strtok_s	1225
strtol	1226
strtoul	1227
swprintf	1228
swprintf_s	1229
swscanf_s	1230
tolower	1231
toupper	1232
towlower	1233
towupper	1234
vDbgPrintEx	1235
vDbgPrintExWithPrefix	1236
vsprintf	1237
vsprintf_s	1238
vswprintf_s	1239
wcscat	1240
wcscat_s	1241
wcschr	1242
wcscmp	1243
wcscpy	1244
wcscpy_s	1245
wcscspn	1246
wcslen	1247
wcsncat	1248
wcsncat_s	1249
wcsncmp	1250
wcsncpy	1251
wcsncpy_s	1252
wcsnlen	1253
wcspbrk	1254
wcsrchr	1255
wcsspn	1256
wcsstr	1257
wcstok_s	1258
wcstol	1259
wcstombs	1260
wcstoul	1261
